id,ref,subject,description,sprint_id,sprint,sprint_estimated_start,sprint_estimated_finish,owner,owner_full_name,assigned_to,assigned_to_full_name,status,severity,priority,type,is_closed,attachments,external_reference,tags,watchers,voters,created_date,modified_date,finished_date,due_date,due_date_reason
1505629,39,Environment Setup,Pre work to setup environment before US implementation.,,,,,KanavSharma,Kanav Sharma,_manish_m_r,Manish Mysore Rajesh Gangadhar,Done,Minor,Normal,Bug,True,0,,,[63127],0,2022-02-08 04:04:24.245632+00:00,2022-02-09 10:04:52.958221+00:00,2022-02-09 10:04:52.965746+00:00,,
1506884,47,Whole team needs to work,,,,,,kgary-1,Kevin Gary,,,New,Normal,Normal,Bug,False,0,,,[],0,2022-02-11 21:24:33.357243+00:00,2022-02-11 21:24:33.412917+00:00,,,
