id,ref,subject,description,sprint_id,sprint,sprint_estimated_start,sprint_estimated_finish,owner,owner_full_name,assigned_to,assigned_to_full_name,assigned_users,assigned_users_full_name,status,is_closed,swimlane,ux-points,total-points,backlog_order,sprint_order,kanban_order,created_date,modified_date,finish_date,client_requirement,team_requirement,attachments,generated_from_issue,generated_from_task,from_task_ref,external_reference,tasks,tags,watchers,voters,due_date,due_date_reason,Business Value
3871920,6,"User interface for adding issues, voting","As a Product Owner I would like to use it in a Graphical User Interface, to add Issues and also to do voting by clicking a button and adding the value",308800,Sprint 1,2022-02-05,2022-02-11,07janardhan,Janardhan Reddy Bommireddy,,,,,New,False,,3.0,3.0,1644105570814347,3,1644105570843408,2022-02-05 23:59:30.843418+00:00,2022-02-06 05:05:17.629915+00:00,,False,False,0,,,,,"16,17",,[],0,,,medium
3871921,7,Scrum role and Player management,As a Product Owner I would like to add the scrum master role and give the access to manage players who are in the game for Scrum Master.,,,,,07janardhan,Janardhan Reddy Bommireddy,,,,,New,False,,2.0,2.0,1644105570814349,1644105858338252,1644105858369262,2022-02-06 00:04:18.369280+00:00,2022-02-06 00:11:58.623691+00:00,,False,False,0,,,,,,,[],0,,,medium
3871922,8,Estimating User points and Business value,As a Product Owner I would like to estimate both the user points and business value from the game,,,,,07janardhan,Janardhan Reddy Bommireddy,,,,,New,False,,2.0,2.0,1644105570814350,1644105966719457,1644105966752840,2022-02-06 00:06:06.752849+00:00,2022-02-06 00:06:06.771991+00:00,,False,False,0,,,,,,,[],0,,,medium
3871923,9,Import stories and Team,As a Product Owner I would like to import user stories and the Team members from taiga instead of adding them manually to the game always,,,,,07janardhan,Janardhan Reddy Bommireddy,,,,,New,False,,3.0,3.0,1644105570814351,1644106044627087,1644106044656606,2022-02-06 00:07:24.656619+00:00,2022-02-06 00:07:24.674920+00:00,,False,False,0,,,,,,,[],0,,,large
3871924,10,Export User points,As a Product Owner I would like to export the result of the game for each and every user story to taiga.,,,,,07janardhan,Janardhan Reddy Bommireddy,,,,,New,False,,3.0,3.0,1644105570814352,1644106172112208,1644106172140845,2022-02-06 00:09:32.140854+00:00,2022-02-06 00:09:32.156595+00:00,,False,False,0,,,,,,,[],0,,,large
3872020,12,Result and re conducting voting through GUI,As a Product Owner I would like to view the result of the voting in GUI as number and also in charts like pie or bar chart.,308800,Sprint 1,2022-02-05,2022-02-11,07janardhan,Janardhan Reddy Bommireddy,,,,,New,False,,1.0,1.0,1644105570814348,4,1644124073292572,2022-02-06 05:07:53.292582+00:00,2022-02-06 05:09:26.586478+00:00,,False,False,0,,,,,18,,[],0,,,small
3872021,13,GUI pages different for Team members and Product Owner,As a Product Owner I would like to have different GUI's for team members and Product Owner,308800,Sprint 1,2022-02-05,2022-02-11,07janardhan,Janardhan Reddy Bommireddy,,,,,New,True,,5.0,5.0,1644105570814346,2,1644124261374276,2022-02-06 05:11:01.374289+00:00,2022-02-08 17:25:47.548714+00:00,2022-02-12 06:49:56.529315+00:00,False,False,0,,,,,"14,15,19",,[63127],0,,,small
3874994,20,GUI HomeScreen Page,"As a User, I want to see the functionalities in a GUI so that I can see the functions in a GUI",308800,Sprint 1,2022-02-05,2022-02-11,vdasari2,Vishnu Preetham Reddy Dasari,,,,,New,True,,3.0,3.0,1644385545557465,1,1644385545587427,2022-02-09 05:45:45.587438+00:00,2022-02-09 05:46:08.565760+00:00,2022-02-11 05:49:12.837944+00:00,False,False,0,,,,,"21,22",,[],0,,,x-large
