id,ref,subject,description,owner,owner_full_name,assigned_to,assigned_to_full_name,status,epics_order,client_requirement,team_requirement,attachments,tags,watchers,voters,created_date,modified_date,related_user_stories,Business Value
157793,11,GUI Development,"As a Product Owner I would like to use it in a Graphical User Interface, which is simple to use",07janardhan,Janardhan Reddy Bommireddy,,,New,1644122592825,False,False,0,,[],0,2022-02-06 04:43:12.851061+00:00,2022-02-06 04:43:29.980097+00:00,"vdasari2-planningpoker-kumar#13,vdasari2-planningpoker-kumar#6,vdasari2-planningpoker-kumar#12",
